having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,Domain_registeration_length,Prefix_Suffix,having_Sub_Domain,URL_of_Anchor,HTTPS_token,SFH,Abnormal_URL,Redirect,popUpWidnow,DNSRecord,web_traffic,Links_pointing_to_page,Result
1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0
0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0
1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0
1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0
1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0
0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0
1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0
1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1
1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1
0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1
1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0
0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0
1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0
0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1
1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0
0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1
0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0
0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0
1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1
1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1
1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1
0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0
0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1
0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1
1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0
0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0
0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1
0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1
0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0
0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1
1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1
0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0
1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0
0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1
0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1
0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1
0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0
0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1
1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1
0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1
0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1
0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1
0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0
0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1
0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1
1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0
0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0
0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1
0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1
0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1
0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0
1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0
1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1
1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1
0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1
0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0
1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1
0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1
1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0
1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1
0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1
0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0
0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0
0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1
0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1
1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0
0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0
0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0
0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1
1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0
1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1
0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1
0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1
0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1
1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1
1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1
1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1
0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0
0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1
1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1
0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0
0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0
0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1
0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1
0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1
0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1
1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1
0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1
0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1
1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1
0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0
0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0
0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0
0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0
0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1
1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1
1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0
0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1
1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0
1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1
0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0
0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0
1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0
0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1
0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1
0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0
1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0
0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0
0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0
1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0
1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1
0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0
0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1
0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1
1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0
1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0
1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0
1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1
0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0
1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0
0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
